,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
169,"frozenset({'CookBks', 'ArtBks'})",frozenset({'YouthBks'}),0.167,0.2475,0.081,0.48502994011976047,1.95971692977681,0.0396675,1.4612499999999997
170,"frozenset({'YouthBks', 'ArtBks'})",frozenset({'CookBks'}),0.101,0.431,0.081,0.8019801980198019,1.8607429188394475,0.037469,2.8734499999999987
171,frozenset({'CookBks'}),"frozenset({'YouthBks', 'ArtBks'})",0.431,0.101,0.081,0.18793503480278423,1.8607429188394478,0.037469,1.1070542857142858
172,frozenset({'YouthBks'}),"frozenset({'CookBks', 'ArtBks'})",0.2475,0.167,0.081,0.32727272727272727,1.95971692977681,0.0396675,1.238243243243243
173,frozenset({'ArtBks'}),"frozenset({'CookBks', 'YouthBks'})",0.241,0.162,0.081,0.3360995850622407,2.074688796680498,0.041958,1.2622375
174,"frozenset({'CookBks', 'YouthBks'})",frozenset({'GeogBks'}),0.162,0.276,0.097,0.5987654320987654,2.1694399713723382,0.052288,1.804430769230769
175,"frozenset({'CookBks', 'GeogBks'})",frozenset({'YouthBks'}),0.1925,0.2475,0.097,0.503896103896104,2.0359438541256725,0.049356250000000004,1.5168193717277487
176,"frozenset({'YouthBks', 'GeogBks'})",frozenset({'CookBks'}),0.1205,0.431,0.097,0.8049792531120332,1.867701283322583,0.04506450000000001,2.9176382978723407
177,frozenset({'CookBks'}),"frozenset({'YouthBks', 'GeogBks'})",0.431,0.1205,0.097,0.22505800464037123,1.867701283322583,0.04506450000000001,1.1349236526946107
178,frozenset({'YouthBks'}),"frozenset({'CookBks', 'GeogBks'})",0.2475,0.1925,0.097,0.39191919191919194,2.0359438541256725,0.049356250000000004,1.3279485049833888
179,frozenset({'GeogBks'}),"frozenset({'CookBks', 'YouthBks'})",0.276,0.162,0.097,0.35144927536231885,2.1694399713723387,0.052288,1.2921117318435753
180,"frozenset({'CookBks', 'YouthBks'})",frozenset({'ItalCook'}),0.162,0.1135,0.059,0.3641975308641975,3.2087888181867616,0.040612999999999996,1.3943009708737861
181,"frozenset({'CookBks', 'ItalCook'})",frozenset({'YouthBks'}),0.1135,0.2475,0.059,0.5198237885462554,2.100298135540426,0.030908749999999995,1.5671330275229354
182,"frozenset({'YouthBks', 'ItalCook'})",frozenset({'CookBks'}),0.059,0.431,0.059,1.0,2.320185614849188,0.033571000000000004,inf
183,frozenset({'CookBks'}),"frozenset({'YouthBks', 'ItalCook'})",0.431,0.059,0.059,0.1368909512761021,2.3201856148491884,0.033571000000000004,1.090244623655914
184,frozenset({'YouthBks'}),"frozenset({'CookBks', 'ItalCook'})",0.2475,0.1135,0.059,0.23838383838383836,2.100298135540426,0.030908749999999995,1.1639721485411139
185,frozenset({'ItalCook'}),"frozenset({'CookBks', 'YouthBks'})",0.1135,0.162,0.059,0.5198237885462554,3.2087888181867616,0.040612999999999996,1.7451926605504584
186,"frozenset({'RefBks', 'YouthBks'})",frozenset({'DoItYBks'}),0.0965,0.282,0.058,0.6010362694300518,2.1313342887590494,0.030787000000000005,1.7996623376623377
187,"frozenset({'RefBks', 'DoItYBks'})",frozenset({'YouthBks'}),0.1055,0.2475,0.058,0.5497630331753555,2.2212647805064867,0.03188875000000001,1.6713421052631579
188,"frozenset({'YouthBks', 'DoItYBks'})",frozenset({'RefBks'}),0.1155,0.2145,0.058,0.5021645021645021,2.341093250184159,0.03322525,1.5778304347826086
189,frozenset({'RefBks'}),"frozenset({'YouthBks', 'DoItYBks'})",0.2145,0.1155,0.058,0.2703962703962704,2.341093250184159,0.03322525,1.2123019169329072
190,frozenset({'YouthBks'}),"frozenset({'RefBks', 'DoItYBks'})",0.2475,0.1055,0.058,0.23434343434343435,2.2212647805064867,0.03188875000000001,1.1682783641160948
191,frozenset({'DoItYBks'}),"frozenset({'RefBks', 'YouthBks'})",0.282,0.0965,0.058,0.20567375886524825,2.131334288759049,0.030787000000000005,1.137441964285714
192,"frozenset({'YouthBks', 'DoItYBks'})",frozenset({'ArtBks'}),0.1155,0.241,0.06,0.5194805194805194,2.1555208277199975,0.0321645,1.5795405405405405
193,"frozenset({'YouthBks', 'ArtBks'})",frozenset({'DoItYBks'}),0.101,0.282,0.06,0.594059405940594,2.106593638087213,0.031518,1.768731707317073
194,"frozenset({'DoItYBks', 'ArtBks'})",frozenset({'YouthBks'}),0.1235,0.2475,0.06,0.48582995951417,1.9629493313703839,0.029433749999999998,1.4635236220472438
195,frozenset({'YouthBks'}),"frozenset({'DoItYBks', 'ArtBks'})",0.2475,0.1235,0.06,0.24242424242424243,1.962949331370384,0.029433749999999998,1.1569800000000001
196,frozenset({'DoItYBks'}),"frozenset({'YouthBks', 'ArtBks'})",0.282,0.101,0.06,0.2127659574468085,2.106593638087213,0.031518,1.141972972972973
197,frozenset({'ArtBks'}),"frozenset({'YouthBks', 'DoItYBks'})",0.241,0.1155,0.06,0.24896265560165975,2.155520827719998,0.0321645,1.1777044198895028
198,"frozenset({'YouthBks', 'DoItYBks'})",frozenset({'GeogBks'}),0.1155,0.276,0.068,0.5887445887445888,2.1331325679151765,0.036122,1.760463157894737
199,"frozenset({'YouthBks', 'GeogBks'})",frozenset({'DoItYBks'}),0.1205,0.282,0.068,0.5643153526970955,2.0011182719755163,0.03401900000000001,1.6479809523809528
200,"frozenset({'DoItYBks', 'GeogBks'})",frozenset({'YouthBks'}),0.1325,0.2475,0.068,0.5132075471698113,2.073565847150753,0.03520625,1.5458333333333332
201,frozenset({'YouthBks'}),"frozenset({'DoItYBks', 'GeogBks'})",0.2475,0.1325,0.068,0.2747474747474748,2.073565847150753,0.03520625,1.196135097493036
202,frozenset({'DoItYBks'}),"frozenset({'YouthBks', 'GeogBks'})",0.282,0.1205,0.068,0.2411347517730497,2.0011182719755163,0.03401900000000001,1.1589672897196261
203,frozenset({'GeogBks'}),"frozenset({'YouthBks', 'DoItYBks'})",0.276,0.1155,0.068,0.24637681159420288,2.1331325679151765,0.036122,1.1736634615384614
204,"frozenset({'RefBks', 'YouthBks'})",frozenset({'GeogBks'}),0.0965,0.276,0.057,0.5906735751295337,2.1401216490200494,0.030366,1.768759493670886
205,"frozenset({'RefBks', 'GeogBks'})",frozenset({'YouthBks'}),0.1105,0.2475,0.057,0.5158371040723982,2.0841903194844376,0.02965125,1.5542289719626168
206,"frozenset({'YouthBks', 'GeogBks'})",frozenset({'RefBks'}),0.1205,0.2145,0.057,0.47302904564315357,2.205263616051998,0.031152750000000003,1.4905944881889766
207,frozenset({'RefBks'}),"frozenset({'YouthBks', 'GeogBks'})",0.2145,0.1205,0.057,0.26573426573426573,2.205263616051998,0.031152750000000003,1.197795238095238
208,frozenset({'YouthBks'}),"frozenset({'RefBks', 'GeogBks'})",0.2475,0.1105,0.057,0.23030303030303031,2.084190319484437,0.02965125,1.1556496062992125
209,frozenset({'GeogBks'}),"frozenset({'RefBks', 'YouthBks'})",0.276,0.0965,0.057,0.20652173913043478,2.1401216490200494,0.030366,1.1386575342465755
210,"frozenset({'YouthBks', 'ArtBks'})",frozenset({'GeogBks'}),0.101,0.276,0.065,0.6435643564356436,2.331754914621897,0.037124,2.031222222222222
211,"frozenset({'YouthBks', 'GeogBks'})",frozenset({'ArtBks'}),0.1205,0.241,0.065,0.5394190871369295,2.238253473597218,0.035959500000000005,1.6479189189189192
212,"frozenset({'ArtBks', 'GeogBks'})",frozenset({'YouthBks'}),0.1275,0.2475,0.065,0.5098039215686274,2.059813824519707,0.03344375,1.5350999999999997
213,frozenset({'YouthBks'}),"frozenset({'ArtBks', 'GeogBks'})",0.2475,0.1275,0.065,0.26262626262626265,2.059813824519707,0.03344375,1.1832534246575344
214,frozenset({'ArtBks'}),"frozenset({'YouthBks', 'GeogBks'})",0.241,0.1205,0.065,0.26970954356846477,2.238253473597218,0.035959500000000005,1.204315340909091
215,frozenset({'GeogBks'}),"frozenset({'YouthBks', 'ArtBks'})",0.276,0.101,0.065,0.23550724637681159,2.3317549146218965,0.037124,1.1759431279620853
216,"frozenset({'RefBks', 'CookBks'})",frozenset({'DoItYBks'}),0.1525,0.282,0.0845,0.5540983606557378,1.9648878037437514,0.04149500000000001,1.6102205882352945
217,"frozenset({'RefBks', 'DoItYBks'})",frozenset({'CookBks'}),0.1055,0.431,0.0845,0.8009478672985783,1.8583477199502976,0.03902950000000001,2.8585476190476196
218,"frozenset({'CookBks', 'DoItYBks'})",frozenset({'RefBks'}),0.1875,0.2145,0.0845,0.4506666666666667,2.101010101010101,0.04428125000000001,1.4299150485436896
219,frozenset({'RefBks'}),"frozenset({'CookBks', 'DoItYBks'})",0.2145,0.1875,0.0845,0.393939393939394,2.101010101010101,0.04428125000000001,1.3406250000000002
220,frozenset({'CookBks'}),"frozenset({'RefBks', 'DoItYBks'})",0.431,0.1055,0.0845,0.1960556844547564,1.8583477199502978,0.03902950000000001,1.1126392496392497
221,frozenset({'DoItYBks'}),"frozenset({'RefBks', 'CookBks'})",0.282,0.1525,0.0845,0.29964539007092206,1.9648878037437512,0.04149500000000001,1.210101265822785
222,"frozenset({'CookBks', 'DoItYBks'})",frozenset({'ArtBks'}),0.1875,0.241,0.1015,0.5413333333333333,2.2461964038727524,0.05631250000000001,1.654796511627907
223,"frozenset({'CookBks', 'ArtBks'})",frozenset({'DoItYBks'}),0.167,0.282,0.1015,0.6077844311377245,2.155263940204697,0.05440600000000001,1.830625954198473
224,"frozenset({'DoItYBks', 'ArtBks'})",frozenset({'CookBks'}),0.1235,0.431,0.1015,0.8218623481781377,1.90687319762909,0.04827150000000001,3.1941590909090922
225,frozenset({'CookBks'}),"frozenset({'DoItYBks', 'ArtBks'})",0.431,0.1235,0.1015,0.2354988399071926,1.9068731976290898,0.04827150000000001,1.1464992412746586
226,frozenset({'DoItYBks'}),"frozenset({'CookBks', 'ArtBks'})",0.282,0.167,0.1015,0.35992907801418444,2.1552639402046974,0.05440600000000001,1.3014182825484764
227,frozenset({'ArtBks'}),"frozenset({'CookBks', 'DoItYBks'})",0.241,0.1875,0.1015,0.42116182572614114,2.246196403872753,0.05631250000000001,1.403673835125448
228,"frozenset({'CookBks', 'DoItYBks'})",frozenset({'GeogBks'}),0.1875,0.276,0.1085,0.5786666666666667,2.0966183574879227,0.056749999999999995,1.7183544303797467
229,"frozenset({'CookBks', 'GeogBks'})",frozenset({'DoItYBks'}),0.1925,0.282,0.1085,0.5636363636363636,1.9987105093488073,0.054215000000000006,1.6454166666666665
230,"frozenset({'DoItYBks', 'GeogBks'})",frozenset({'CookBks'}),0.1325,0.431,0.1085,0.8188679245283018,1.8999255789519764,0.051392499999999994,3.141354166666665
231,frozenset({'CookBks'}),"frozenset({'DoItYBks', 'GeogBks'})",0.431,0.1325,0.1085,0.2517401392111369,1.8999255789519767,0.051392499999999994,1.1593565891472868
232,frozenset({'DoItYBks'}),"frozenset({'CookBks', 'GeogBks'})",0.282,0.1925,0.1085,0.3847517730496454,1.9987105093488073,0.054215000000000006,1.3124783861671472
233,frozenset({'GeogBks'}),"frozenset({'CookBks', 'DoItYBks'})",0.276,0.1875,0.1085,0.3931159420289855,2.0966183574879227,0.056749999999999995,1.3388059701492536
234,"frozenset({'CookBks', 'ItalCook'})",frozenset({'DoItYBks'}),0.1135,0.282,0.0585,0.5154185022026432,1.827725185115756,0.026493000000000003,1.4816909090909092
235,"frozenset({'CookBks', 'DoItYBks'})",frozenset({'ItalCook'}),0.1875,0.1135,0.0585,0.312,2.748898678414097,0.03721875,1.2885174418604652
236,"frozenset({'ItalCook', 'DoItYBks'})",frozenset({'CookBks'}),0.0585,0.431,0.0585,1.0,2.320185614849188,0.033286500000000004,inf
237,frozenset({'CookBks'}),"frozenset({'ItalCook', 'DoItYBks'})",0.431,0.0585,0.0585,0.1357308584686775,2.320185614849188,0.033286500000000004,1.089359731543624
238,frozenset({'ItalCook'}),"frozenset({'CookBks', 'DoItYBks'})",0.1135,0.1875,0.0585,0.5154185022026432,2.748898678414097,0.03721875,1.6767045454545455
239,frozenset({'DoItYBks'}),"frozenset({'CookBks', 'ItalCook'})",0.282,0.1135,0.0585,0.20744680851063832,1.827725185115756,0.026493000000000003,1.1185369127516778
240,"frozenset({'RefBks', 'CookBks'})",frozenset({'ArtBks'}),0.1525,0.241,0.07,0.459016393442623,1.9046323379361951,0.033247500000000006,1.4030000000000002
241,"frozenset({'RefBks', 'ArtBks'})",frozenset({'CookBks'}),0.0895,0.431,0.07,0.782122905027933,1.8146703132898678,0.03142550000000001,2.611564102564103
242,"frozenset({'CookBks', 'ArtBks'})",frozenset({'RefBks'}),0.167,0.2145,0.07,0.4191616766467066,1.954133690660637,0.03417850000000001,1.3523556701030928
243,frozenset({'RefBks'}),"frozenset({'CookBks', 'ArtBks'})",0.2145,0.167,0.07,0.3263403263403264,1.954133690660637,0.03417850000000001,1.2365294117647059
244,frozenset({'CookBks'}),"frozenset({'RefBks', 'ArtBks'})",0.431,0.0895,0.07,0.16241299303944318,1.814670313289868,0.03142550000000001,1.087051246537396
245,frozenset({'ArtBks'}),"frozenset({'RefBks', 'CookBks'})",0.241,0.1525,0.07,0.29045643153526973,1.904632337936195,0.033247500000000006,1.1944298245614038
246,"frozenset({'RefBks', 'CookBks'})",frozenset({'GeogBks'}),0.1525,0.276,0.089,0.5836065573770491,2.114516512235685,0.04690999999999999,1.7387401574803147
247,"frozenset({'RefBks', 'GeogBks'})",frozenset({'CookBks'}),0.1105,0.431,0.089,0.8054298642533936,1.868746784810658,0.041374499999999995,2.9243953488372076
248,"frozenset({'CookBks', 'GeogBks'})",frozenset({'RefBks'}),0.1925,0.2145,0.089,0.4623376623376623,2.1554203372385192,0.047708749999999994,1.460954106280193
249,frozenset({'RefBks'}),"frozenset({'CookBks', 'GeogBks'})",0.2145,0.1925,0.089,0.4149184149184149,2.155420337238519,0.047708749999999994,1.3801494023904382
250,frozenset({'CookBks'}),"frozenset({'RefBks', 'GeogBks'})",0.431,0.1105,0.089,0.20649651972157773,1.8687467848106583,0.041374499999999995,1.1209780701754386
251,frozenset({'GeogBks'}),"frozenset({'RefBks', 'CookBks'})",0.276,0.1525,0.089,0.32246376811594196,2.114516512235685,0.04690999999999999,1.250855614973262
252,"frozenset({'CookBks', 'ArtBks'})",frozenset({'GeogBks'}),0.167,0.276,0.1035,0.6197604790419161,2.2455089820359277,0.05740799999999999,1.904062992125984
253,"frozenset({'CookBks', 'GeogBks'})",frozenset({'ArtBks'}),0.1925,0.241,0.1035,0.5376623376623376,2.2309640566901976,0.0571075,1.6416573033707864
254,"frozenset({'ArtBks', 'GeogBks'})",frozenset({'CookBks'}),0.1275,0.431,0.1035,0.8117647058823528,1.883444793230517,0.04854749999999999,3.022812499999998
255,frozenset({'CookBks'}),"frozenset({'ArtBks', 'GeogBks'})",0.431,0.1275,0.1035,0.24013921113689093,1.8834447932305172,0.04854749999999999,1.148236641221374
256,frozenset({'ArtBks'}),"frozenset({'CookBks', 'GeogBks'})",0.241,0.1925,0.1035,0.42946058091286304,2.2309640566901976,0.0571075,1.4153272727272728
257,frozenset({'GeogBks'}),"frozenset({'CookBks', 'ArtBks'})",0.276,0.167,0.1035,0.37499999999999994,2.2455089820359277,0.05740799999999999,1.3328
258,"frozenset({'CookBks', 'ItalCook'})",frozenset({'ArtBks'}),0.1135,0.241,0.0565,0.4977973568281938,2.065549198457236,0.029146500000000002,1.511342105263158
259,"frozenset({'CookBks', 'ArtBks'})",frozenset({'ItalCook'}),0.167,0.1135,0.0565,0.3383233532934132,2.9808224959772085,0.037545499999999996,1.3397782805429863
260,"frozenset({'ItalCook', 'ArtBks'})",frozenset({'CookBks'}),0.0565,0.431,0.0565,1.0,2.320185614849188,0.032148499999999997,inf
261,frozenset({'CookBks'}),"frozenset({'ItalCook', 'ArtBks'})",0.431,0.0565,0.0565,0.13109048723897912,2.320185614849188,0.032148499999999997,1.0858437917222963
262,frozenset({'ItalCook'}),"frozenset({'CookBks', 'ArtBks'})",0.1135,0.167,0.0565,0.4977973568281938,2.9808224959772085,0.037545499999999996,1.6586929824561403
263,frozenset({'ArtBks'}),"frozenset({'CookBks', 'ItalCook'})",0.241,0.1135,0.0565,0.2344398340248963,2.065549198457236,0.029146500000000002,1.1579756097560976
264,"frozenset({'CookBks', 'ItalCook'})",frozenset({'GeogBks'}),0.1135,0.276,0.064,0.5638766519823788,2.0430313477622417,0.032673999999999995,1.6600808080808078
265,"frozenset({'CookBks', 'GeogBks'})",frozenset({'ItalCook'}),0.1925,0.1135,0.064,0.33246753246753247,2.9292293609474225,0.04215125,1.3280252918287938
266,"frozenset({'ItalCook', 'GeogBks'})",frozenset({'CookBks'}),0.064,0.431,0.064,1.0,2.320185614849188,0.036416000000000004,inf
267,frozenset({'CookBks'}),"frozenset({'ItalCook', 'GeogBks'})",0.431,0.064,0.064,0.14849187935034802,2.320185614849188,0.036416000000000004,1.099226158038147
268,frozenset({'ItalCook'}),"frozenset({'CookBks', 'GeogBks'})",0.1135,0.1925,0.064,0.5638766519823788,2.929229360947422,0.04215125,1.8515404040404038
269,frozenset({'GeogBks'}),"frozenset({'CookBks', 'ItalCook'})",0.276,0.1135,0.064,0.23188405797101447,2.043031347762242,0.032673999999999995,1.1541226415094339
270,"frozenset({'RefBks', 'DoItYBks'})",frozenset({'ArtBks'}),0.1055,0.241,0.0535,0.5071090047393365,2.104186741656998,0.028074500000000002,1.539894230769231
271,"frozenset({'RefBks', 'ArtBks'})",frozenset({'DoItYBks'}),0.0895,0.282,0.0535,0.5977653631284916,2.1197353302428783,0.028261,1.7850277777777777
272,"frozenset({'DoItYBks', 'ArtBks'})",frozenset({'RefBks'}),0.1235,0.2145,0.0535,0.4331983805668016,2.019572869775299,0.02700925,1.3858464285714285
273,frozenset({'RefBks'}),"frozenset({'DoItYBks', 'ArtBks'})",0.2145,0.1235,0.0535,0.2494172494172494,2.019572869775299,0.02700925,1.1677593167701863
274,frozenset({'DoItYBks'}),"frozenset({'RefBks', 'ArtBks'})",0.282,0.0895,0.0535,0.1897163120567376,2.1197353302428783,0.028261,1.1236805251641138
275,frozenset({'ArtBks'}),"frozenset({'RefBks', 'DoItYBks'})",0.241,0.1055,0.0535,0.2219917012448133,2.104186741656998,0.028074500000000002,1.1497306666666667
276,"frozenset({'RefBks', 'DoItYBks'})",frozenset({'GeogBks'}),0.1055,0.276,0.0585,0.5545023696682465,2.009066556769009,0.029382000000000002,1.625148936170213
277,"frozenset({'RefBks', 'GeogBks'})",frozenset({'DoItYBks'}),0.1105,0.282,0.0585,0.5294117647058824,1.877346683354193,0.027339000000000006,1.52575
278,"frozenset({'DoItYBks', 'GeogBks'})",frozenset({'RefBks'}),0.1325,0.2145,0.0585,0.44150943396226416,2.058319039451115,0.03007875,1.4064695945945946
279,frozenset({'RefBks'}),"frozenset({'DoItYBks', 'GeogBks'})",0.2145,0.1325,0.0585,0.27272727272727276,2.0583190394511153,0.03007875,1.1928124999999998
280,frozenset({'DoItYBks'}),"frozenset({'RefBks', 'GeogBks'})",0.282,0.1105,0.0585,0.20744680851063832,1.877346683354193,0.027339000000000006,1.1223221476510068
281,frozenset({'GeogBks'}),"frozenset({'RefBks', 'DoItYBks'})",0.276,0.1055,0.0585,0.21195652173913043,2.009066556769009,0.029382000000000002,1.1350896551724137
282,"frozenset({'DoItYBks', 'ArtBks'})",frozenset({'GeogBks'}),0.1235,0.276,0.073,0.5910931174089068,2.1416417297424157,0.03891399999999999,1.7705742574257421
283,"frozenset({'DoItYBks', 'GeogBks'})",frozenset({'ArtBks'}),0.1325,0.241,0.073,0.5509433962264151,2.286072183512096,0.04106749999999999,1.6902100840336134
284,"frozenset({'ArtBks', 'GeogBks'})",frozenset({'DoItYBks'}),0.1275,0.282,0.073,0.5725490196078431,2.0303156723682383,0.037045,1.6797247706422016
285,frozenset({'DoItYBks'}),"frozenset({'ArtBks', 'GeogBks'})",0.282,0.1275,0.073,0.25886524822695034,2.030315672368238,0.037045,1.1772488038277513
286,frozenset({'ArtBks'}),"frozenset({'DoItYBks', 'GeogBks'})",0.241,0.1325,0.073,0.3029045643153527,2.2860721835120956,0.04106749999999999,1.2444494047619048
287,frozenset({'GeogBks'}),"frozenset({'DoItYBks', 'ArtBks'})",0.276,0.1235,0.073,0.26449275362318836,2.1416417297424157,0.03891399999999999,1.1916945812807882
288,"frozenset({'RefBks', 'ArtBks'})",frozenset({'GeogBks'}),0.0895,0.276,0.0565,0.6312849162011174,2.287264189134483,0.031798,1.9635757575757578
289,"frozenset({'RefBks', 'GeogBks'})",frozenset({'ArtBks'}),0.1105,0.241,0.0565,0.5113122171945701,2.1216274572388802,0.029869500000000004,1.5531388888888888
290,"frozenset({'ArtBks', 'GeogBks'})",frozenset({'RefBks'}),0.1275,0.2145,0.0565,0.44313725490196076,2.0659079482608895,0.02915125,1.410580985915493
291,frozenset({'RefBks'}),"frozenset({'ArtBks', 'GeogBks'})",0.2145,0.1275,0.0565,0.2634032634032634,2.0659079482608895,0.02915125,1.1845015822784812
292,frozenset({'ArtBks'}),"frozenset({'RefBks', 'GeogBks'})",0.241,0.1105,0.0565,0.2344398340248963,2.1216274572388802,0.029869500000000004,1.1618943089430895
293,frozenset({'GeogBks'}),"frozenset({'RefBks', 'ArtBks'})",0.276,0.0895,0.0565,0.20471014492753623,2.287264189134483,0.031798,1.144865603644647
294,"frozenset({'ChildBks', 'CookBks', 'YouthBks'})",frozenset({'DoItYBks'}),0.129,0.282,0.082,0.6356589147286822,2.254109626697455,0.045622,1.9706808510638298
295,"frozenset({'ChildBks', 'CookBks', 'DoItYBks'})",frozenset({'YouthBks'}),0.146,0.2475,0.082,0.5616438356164384,2.2692680226926805,0.045865,1.716640625
296,"frozenset({'ChildBks', 'YouthBks', 'DoItYBks'})",frozenset({'CookBks'}),0.095,0.431,0.082,0.8631578947368421,2.0026865307119306,0.041055,4.158076923076924
297,"frozenset({'CookBks', 'YouthBks', 'DoItYBks'})",frozenset({'ChildBks'}),0.095,0.423,0.082,0.8631578947368421,2.040562398905064,0.041815000000000005,4.216538461538462
298,"frozenset({'ChildBks', 'CookBks'})","frozenset({'YouthBks', 'DoItYBks'})",0.256,0.1155,0.082,0.3203125,2.773268398268398,0.052432000000000006,1.3013333333333332
299,"frozenset({'ChildBks', 'YouthBks'})","frozenset({'CookBks', 'DoItYBks'})",0.165,0.1875,0.082,0.49696969696969695,2.6505050505050503,0.051062500000000004,1.615210843373494
300,"frozenset({'ChildBks', 'DoItYBks'})","frozenset({'CookBks', 'YouthBks'})",0.184,0.162,0.082,0.4456521739130435,2.750939345142244,0.052192,1.5116862745098039
301,"frozenset({'CookBks', 'YouthBks'})","frozenset({'ChildBks', 'DoItYBks'})",0.162,0.184,0.082,0.5061728395061729,2.750939345142244,0.052192,1.6524000000000003
302,"frozenset({'CookBks', 'DoItYBks'})","frozenset({'ChildBks', 'YouthBks'})",0.1875,0.165,0.082,0.43733333333333335,2.6505050505050507,0.051062500000000004,1.4840047393364928
303,"frozenset({'YouthBks', 'DoItYBks'})","frozenset({'ChildBks', 'CookBks'})",0.1155,0.256,0.082,0.70995670995671,2.7732683982683985,0.052432000000000006,2.5651343283582095
304,frozenset({'ChildBks'}),"frozenset({'CookBks', 'YouthBks', 'DoItYBks'})",0.423,0.095,0.082,0.1938534278959811,2.040562398905064,0.041815000000000005,1.1226246334310852
305,frozenset({'CookBks'}),"frozenset({'ChildBks', 'YouthBks', 'DoItYBks'})",0.431,0.095,0.082,0.19025522041763343,2.002686530711931,0.041055,1.1176361031518625
306,frozenset({'YouthBks'}),"frozenset({'ChildBks', 'CookBks', 'DoItYBks'})",0.2475,0.146,0.082,0.33131313131313134,2.2692680226926805,0.045865,1.277129909365559
307,frozenset({'DoItYBks'}),"frozenset({'ChildBks', 'CookBks', 'YouthBks'})",0.282,0.129,0.082,0.29078014184397166,2.2541096266974545,0.045622,1.22811
308,"frozenset({'ChildBks', 'CookBks', 'YouthBks'})",frozenset({'RefBks'}),0.129,0.2145,0.068,0.5271317829457365,2.457490829583853,0.040329500000000004,1.6611393442622953
309,"frozenset({'ChildBks', 'CookBks', 'RefBks'})",frozenset({'YouthBks'}),0.1225,0.2475,0.068,0.5551020408163265,2.2428365285508143,0.037681250000000006,1.6913990825688072
310,"frozenset({'ChildBks', 'YouthBks', 'RefBks'})",frozenset({'CookBks'}),0.083,0.431,0.068,0.8192771084337349,1.9008749615631901,0.032227000000000006,3.148466666666666
311,"frozenset({'RefBks', 'CookBks', 'YouthBks'})",frozenset({'ChildBks'}),0.0775,0.423,0.068,0.8774193548387097,2.074277434606879,0.035217500000000006,4.707105263157895
312,"frozenset({'ChildBks', 'CookBks'})","frozenset({'RefBks', 'YouthBks'})",0.256,0.0965,0.068,0.265625,2.7525906735751295,0.043296,1.2302978723404254
313,"frozenset({'ChildBks', 'YouthBks'})","frozenset({'RefBks', 'CookBks'})",0.165,0.1525,0.068,0.4121212121212121,2.702434177844014,0.0428375,1.4416237113402062
314,"frozenset({'ChildBks', 'RefBks'})","frozenset({'CookBks', 'YouthBks'})",0.1515,0.162,0.068,0.4488448844884489,2.770647435113882,0.04345700000000001,1.5204431137724552
315,"frozenset({'CookBks', 'YouthBks'})","frozenset({'ChildBks', 'RefBks'})",0.162,0.1515,0.068,0.4197530864197531,2.770647435113882,0.04345700000000001,1.4623085106382983
316,"frozenset({'RefBks', 'CookBks'})","frozenset({'ChildBks', 'YouthBks'})",0.1525,0.165,0.068,0.44590163934426236,2.702434177844014,0.0428375,1.5069526627218934
317,"frozenset({'RefBks', 'YouthBks'})","frozenset({'ChildBks', 'CookBks'})",0.0965,0.256,0.068,0.7046632124352332,2.7525906735751295,0.043296,2.5191578947368427
318,frozenset({'ChildBks'}),"frozenset({'RefBks', 'CookBks', 'YouthBks'})",0.423,0.0775,0.068,0.1607565011820331,2.074277434606879,0.035217500000000006,1.0992042253521126
319,frozenset({'CookBks'}),"frozenset({'ChildBks', 'YouthBks', 'RefBks'})",0.431,0.083,0.068,0.1577726218097448,1.9008749615631904,0.032227000000000006,1.088779614325069
320,frozenset({'YouthBks'}),"frozenset({'ChildBks', 'CookBks', 'RefBks'})",0.2475,0.1225,0.068,0.2747474747474748,2.2428365285508147,0.037681250000000006,1.2099233983286908
321,frozenset({'RefBks'}),"frozenset({'ChildBks', 'CookBks', 'YouthBks'})",0.2145,0.129,0.068,0.31701631701631705,2.457490829583853,0.040329500000000004,1.2752866894197952
322,"frozenset({'ChildBks', 'CookBks', 'YouthBks'})",frozenset({'ArtBks'}),0.129,0.241,0.067,0.5193798449612403,2.1551030911254787,0.035911000000000005,1.579209677419355
323,"frozenset({'ChildBks', 'CookBks', 'ArtBks'})",frozenset({'YouthBks'}),0.1265,0.2475,0.067,0.5296442687747036,2.139976843534156,0.03569125,1.5998529411764706
324,"frozenset({'ChildBks', 'YouthBks', 'ArtBks'})",frozenset({'CookBks'}),0.0805,0.431,0.067,0.8322981366459627,1.9310861639117465,0.03230450000000001,3.392925925925926
325,"frozenset({'CookBks', 'YouthBks', 'ArtBks'})",frozenset({'ChildBks'}),0.081,0.423,0.067,0.8271604938271605,1.9554621603478972,0.032737,3.338357142857143
326,"frozenset({'ChildBks', 'CookBks'})","frozenset({'YouthBks', 'ArtBks'})",0.256,0.101,0.067,0.26171875,2.5912747524752473,0.041144,1.2176931216931217
327,"frozenset({'ChildBks', 'YouthBks'})","frozenset({'CookBks', 'ArtBks'})",0.165,0.167,0.067,0.40606060606060607,2.431500635093449,0.039445,1.4024999999999999
328,"frozenset({'ChildBks', 'ArtBks'})","frozenset({'CookBks', 'YouthBks'})",0.1625,0.162,0.067,0.4123076923076923,2.5451092117758782,0.040675,1.425916230366492
